Field,RowId,Schedule Name,Asset Route Flag,Asset Number,Asset Description,Asset Group,Asset Group Description,Activity,Activity Department,SCE
JAS,977,MED-PM-FPSO-GAS SAMPLING AT HP SEPERATOR,N,FPSO-GAS-SAMPLE,FPSO-GAS-SAMPLE POINT OFF GAS (HP SEPERATOR),BEST,"BUILDINGS, STRUCTURES AND HVAC-STRUCTURES",BEST-M01-01,OPT,
JAS,978,MED-PM-WPC  HYDROCYCLONES HC1801 PIT TRANSMITTER,Y,WPC-ROUTE-IPTM-HC1801-03,MEDIUM-WPC-ROUTE OF HC1801 PRODUCED WATER HYDROCYCLONES -PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y05-06,E&I,
JAS,979,MED-PM-WPC  PROD SEPARATOR LIT1023 TRANSMITTER,N,WPC-LIT1023,WPC-LEVEL INDICATING TRANSMITTER V1020,IPTM-KTEK-AT100,"TRANSMITTER, KTEK ,MODEL GROUP AT100",IPTM-Y05-06,E&I,NON SCE
JAS,980,MED-PM-WPC CLOSE DRAIN V2210 TRANSMITTER,Y,WPC-ROUTE-IPTM-V2210-03,MEDIUM-WPC-ROUTE OF V2210 CLOSED DRAIN SYSTEM -PRESSURE(PIT) AND LEVEL (LIT)  TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y05-06,E&I,
JAS,981,MED-PM-WPC CRUDE EXPORT PUMP P1401 PIT TRANSMITTER,Y,WPC-ROUTE-IPTM-P1401-03,MEDUIM-WPC-ROUTE OF P1401 CRUDE EXPORT PUMP SYSTEM - PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y05-06,E&I,
JAS,982,MED-PM-WPC DIESEL STORAGE T3020 TRANSMITTER,N,WPC-LIT3020,WPC-LEVEL INDICATING TRANSMITTER T3020,IPTM-KTEK-AT100,"TRANSMITTER, KTEK ,MODEL GROUP AT100",IPTM-Y05-06,E&I,NON SCE
JAS,983,MED-PM-WPC FIT1001 FLOW TRANSMITTER,N,WPC-FIT1001,WPC-FLOW INDICATING TRANSMITTER GAS OUTLET V1010,IPTM-ROSEMOUNT,"TRANSMITTER,ROSEMOUNT",IPTM-Y05-06,E&I,NON SCE
JAS,984,MED-PM-WPC FIT1011 FLOW TRANSMITTER,N,WPC-FIT1011,WPC-FLOW INDICATING TRANSMITTER WATER OUTLET V1010,IPTM-MCMT-1700,"TRANSMITTER, MICROMOTION, MODEL GROUP 1700",IPTM-Y05-06,E&I,NON SCE
JAS,985,MED-PM-WPC FIT1021 FLOW TRANSMITTER,N,WPC-FIT1021,WPC-FLOW INDICATING TRANSMITTER CRUDE OUTLET V1010,IPTM-MCMT-1700,"TRANSMITTER, MICROMOTION, MODEL GROUP 1700",IPTM-Y05-06,E&I,NON SCE
JAS,986,MED-PM-WPC INSTRUMENT AIR PIT 4021A TRANSMITTER,N,WPC-PIT4021,WPC-PRESSURE INDICATING TRANSMITTER OUTLET V4020,IPTM-ROSEMOUNT-3051,"TRANSMITTER, ROSEMOUNT, MODEL GROUP 3051",IPTM-Y05-06,E&I,NON SCE
JAS,987,MED-PM-WPC TEST SEPARATOR PIT1002 TRANSMITTER,N,WPC-PIT1002,WPC-PRESSURE INDICATING TRANSMITTER V1010,IPTM-ROSEMOUNT-3051,"TRANSMITTER, ROSEMOUNT, MODEL GROUP 3051",IPTM-Y05-06,E&I,NON SCE
JAS,988,MED-PM-WPC WATER PUMP P1801 FIT PIT TRANSMITTER,Y,WPC-ROUTE-IPTM-P1801-03,"MIDIUM-WPC-ROUTE OF P1801 PRODUCED WATER BOOSTER PUMP SYSTEM -FLOW(FIT), PRESSURE(PIT)  TRANSMITTER",IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y05-06,E&I,
JAS,989,MED-PM-WPC WATER PUMP P1802 PIT TRANSMITTER,Y,WPC-ROUTE-IPTM-P1802-03,"MIDIUM-WPC-ROUTE OF P1802 PRODUCED WATER INJECTION PUMP SYSTEM -FLOW(FIT), PRESSURE(PIT)  TRANSMITTER",IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y05-06,E&I,
JAS,990,MED-PM-WPC WHCP J1010 LIT1005 LEVEL TRANSMITTER,N,WPC-LIT1005,WPC-LEVEL INDICATING TRANSMITTER J1010,IPTM-KTEK-AT200,"TRANSMITTER ,KTEK, MODEL GROUP AT200",IPTM-Y05-06,E&I,NON SCE
JAS,991,MED-PM-WPD  INSTRUMENT AIR PIT4021 TRANSMITTER,N,WPD-PIT4021,WPD-PRESSURE INDICATING TRANSMITTER OUTLET V4020,IPTM-ROSEMOUNT-3051,"TRANSMITTER, ROSEMOUNT, MODEL GROUP 3051",IPTM-Y05-06,E&I,NON SCE
JAS,992,MED-PM-WPD  PROD SEPARATOR LIT1023 TRANSMITTER,N,WPD-LIT1023,WPD-LEVEL INDICATING TRANSMITTER V1200,IPTM-KTEK-AT200,"TRANSMITTER ,KTEK, MODEL GROUP AT200",IPTM-Y05-06,E&I,NON SCE
JAS,993,PM-WPA-OPERATOR LAB DUCTLESS FUME HOOD,N,WPA-PORTABLE-LABORATORY HOOD,WPA-LABORATORY DUCTLESS FUME HOOD,BEST,"BUILDINGS, STRUCTURES AND HVAC-STRUCTURES",BEST-M06-02,OPT,
JAS,994,PM-WPB-OPERATOR LAB DUCTLESS FUME HOOD,N,WPB-PORTABLE-LABORATORY HOOD,WPB-LABORATORY DUCTLESS FUME HOOD,BEST,"BUILDINGS, STRUCTURES AND HVAC-STRUCTURES",BEST-M06-02,OPT,
JAS,995,PM-WPC-OPERATOR LAB DUCTLESS FUME HOOD,N,WPC-PORTABLE-LABORATORY HOOD,WPC-LABORATORY DUCTLESS FUME HOOD,BEST,"BUILDINGS, STRUCTURES AND HVAC-STRUCTURES",BEST-M06-02,OPT,
JAS,996,PM-WPD-OPERATOR LAB DUCTLESS FUME HOOD,N,WPD-PORTABLE-LABORATORY HOOD,WPD-LABORATORY DUCTLESS FUME HOOD,BEST,"BUILDINGS, STRUCTURES AND HVAC-STRUCTURES",BEST-M06-02,OPT,
JAS,997,PM-BYA-OPERATOR LAB DUCTLESS FUME HOOD,N,BYA-PORTABLE-LABORATORY HOOD,BYA-LABORATORY DUCTLESS FUME HOOD,BEST,"BUILDINGS, STRUCTURES AND HVAC-STRUCTURES",BEST-M06-02,OPT,
JAS,998,PM-WPA-AIM CLEAN WHCP HYDRAULIC DIST SYSTEM,N,WPA-WHCP-HDY-TUBING,WPA-WHCP HYDRAULIC DISTRIBUTION SYSTEM,WHCP,WELLHEAD CONTROL PANEL,WHCP-Y01-06,AIM,
JAS,999,PM-WPB-AIM CLEAN WHCP HYDRAULIC DIST SYSTEM,N,WPB-WHCP-HDY-TUBING,WPB-WHCP HYDRAULIC DISTRIBUTION SYSTEM,WHCP,WELLHEAD CONTROL PANEL,WHCP-Y01-06,AIM,
JAS,1000,PM-WPC-AIM CLEAN WHCP HYDRAULIC DIST SYSTEM,N,WPC-WHCP-HDY-TUBING,WPC-WHCP HYDRAULIC DISTRIBUTION SYSTEM,WHCP,WELLHEAD CONTROL PANEL,WHCP-Y01-06,AIM,
JAS,1001,PM-WPD-AIM CLEAN WHCP HYDRAULIC DIST SYSTEM,N,WPD-WHCP-HDY-TUBING,WPD-WHCP HYDRAULIC DISTRIBUTION SYSTEM,WHCP,WELLHEAD CONTROL PANEL,WHCP-Y01-06,AIM,
JAS,1002,PM-BYA-AIM CLEAN WHCP HYDRAULIC DIST SYSTEM,N,BYA-WHCP-HDY-TUBING,BYA-WHCP HYDRAULIC DISTRIBUTION SYSTEM,WHCP,WELLHEAD CONTROL PANEL,WHCP-Y01-06,AIM,
JAS,1003,PM-BYA-MECH ROUTE OF MOTOR 3 MONTHLY LUBRICATION,Y,BYA-ROUTE-MOTOR-LUBRICANT,BYA-ROUTE OF LUBRICATION OF ROTATING EQUIPMENT,EMAC,ELECTRIC MOTORS - ALTERNATING CURRENT,EMAC-M03-01,MECH,
JAS,1004,PM-WPA-MECH ROUTE OF MOTOR 3 MONTHLY LUBRICATION,Y,WPA-ROUTE-MOTOR-LUBRICANT,WPA-ROUTE OF LUBRICATION OF ROTATING EQUIPMENT,EMAC,ELECTRIC MOTORS - ALTERNATING CURRENT,EMAC-M03-01,MECH,
JAS,1005,PM-PPB2-MECH ROUTE OF MOTOR 3 MONTHLY LUBRICATION,Y,PPB2-ROUTE-MOTOR-LUBRICANT,PPB2-ROUTE OF LUBRICATION OF ROTATING EQUIPMENT,EMAC,ELECTRIC MOTORS - ALTERNATING CURRENT,EMAC-M03-01,MECH,
JAS,1006,PM-WPC-MECH ROUTE OF MOTOR 3 MONTHLY LUBRICATION,Y,WPC-ROUTE-MOTOR-LUBRICANT,WPC-ROUTE OF LUBRICATION OF ROTATING EQUIPMENT,EMAC,ELECTRIC MOTORS - ALTERNATING CURRENT,EMAC-M03-01,MECH,
JAS,1007,PM-WPD-MECH ROUTE OF MOTOR 3 MONTHLY LUBRICATION,Y,WPD-ROUTE-MOTOR-LUBRICANT,WPD-ROUTE OF LUBRICATION OF ROTATING EQUIPMENT,EMAC,ELECTRIC MOTORS - ALTERNATING CURRENT,EMAC-M03-01,MECH,
JAS,1008,PM-WPA-MECH-CHEM INJECTION PUMP-3 MONTHLY,Y,ROUTE-WPA-CHIJ-PUPG,WPA-CHEMICAL INJECTION SYSTEM-PUMP,CHIJ,CHEMICAL INJECTION SYSTEM,PUPG-M03-03,MECH,NON SCE
JAS,1009,PM-WPC-MECH LPWD PUMP P1801A,N,WPC-P1801A,WPC-PRODUCED WATER BOOSTER PUMP A,PUCE-FLOWSERVE-ERPN80,"PUMP, FLOWSERVE, MODEL ERPN80-400",PUCE-M06-09,MECH,NON SCE
JAS,1010,PM-WPC-MECH LPWD PUMP P1801B,N,WPC-P1801B,WPC-PRODUCED WATER BOOSTER PUMP B,PUCE-FLOWSERVE-ERPN80,"PUMP, FLOWSERVE, MODEL ERPN80-400",PUCE-M06-09,MECH,NON SCE
JAS,1011,PM-WPC-MECH LPWD PUMP P1801C,N,WPC-P1801C,WPC-PRODUCED WATER BOOSTER PUMP C,PUCE-FLOWSERVE-ERPN80,"PUMP, FLOWSERVE, MODEL ERPN80-400",PUCE-M06-09,MECH,NON SCE
JAS,1012,PM-BYA-MEC AIR DRYER A Z4010A,N,BYA-K4010A,BYA-AIR COMPRESSOR PACKAGE UNIT A,COSC-ATLAS-GA75PLUS,"AIR COMPRESSOR , ATLAS COPCO, MODEL GA75PLUS",DYIA-Y01-06,MECH,NON SCE
JAS,1013,PM-BYA-MEC AIR DRYER A Z4010A,N,BYA-K4010A,BYA-AIR COMPRESSOR PACKAGE UNIT A,COSC-ATLAS-GA75PLUS,"AIR COMPRESSOR , ATLAS COPCO, MODEL GA75PLUS",DYIA-M06-04,MECH,NON SCE
JAS,1014,PM-BYA-MEC AIR DRYER B Z4010B,N,BYA-K4010B,BYA-AIR COMPRESSOR PACKAGE UNIT B,COSC-ATLAS-GA75PLUS,"AIR COMPRESSOR , ATLAS COPCO, MODEL GA75PLUS",DYIA-M06-04,MECH,NON SCE
JAS,1015,PM-BYA-MEC AIR DRYER B Z4010B,N,BYA-K4010B,BYA-AIR COMPRESSOR PACKAGE UNIT B,COSC-ATLAS-GA75PLUS,"AIR COMPRESSOR , ATLAS COPCO, MODEL GA75PLUS",DYIA-Y01-06,MECH,NON SCE
JAS,1016,PM-WPB-MEC AIR DRYER A Z4010A,N,WPB-K4010A,WPB-AIR COMPRESSOR PACKAGE UNIT A,COSC-ATLAS-GA75PLUS,"AIR COMPRESSOR , ATLAS COPCO, MODEL GA75PLUS",DYIA-M06-04,MECH,NON SCE
JAS,1017,PM-WPB-MEC AIR DRYER A Z4010A,N,WPB-K4010A,WPB-AIR COMPRESSOR PACKAGE UNIT A,COSC-ATLAS-GA75PLUS,"AIR COMPRESSOR , ATLAS COPCO, MODEL GA75PLUS",DYIA-Y01-06,MECH,NON SCE
JAS,1018,PM-WPB-MEC AIR DRYER B Z4010B,N,WPB-K4010B,WPB-AIR COMPRESSOR PACKAGE UNIT B,COSC-ATLAS-GA75PLUS,"AIR COMPRESSOR , ATLAS COPCO, MODEL GA75PLUS",DYIA-M06-04,MECH,NON SCE
JAS,1019,PM-WPB-MEC AIR DRYER B Z4010B,N,WPB-K4010B,WPB-AIR COMPRESSOR PACKAGE UNIT B,COSC-ATLAS-GA75PLUS,"AIR COMPRESSOR , ATLAS COPCO, MODEL GA75PLUS",DYIA-Y01-06,MECH,NON SCE
JAS,1020,PM-WPC-MEC AIR DRYER A Z4010A,N,WPC-K4010A,WPC-AIR COMPRESSOR PACKAGE UNIT A,COSC-ATLAS-GA75PLUS,"AIR COMPRESSOR , ATLAS COPCO, MODEL GA75PLUS",DYIA-M06-04,MECH,NON SCE
JAS,1021,PM-WPC-MEC AIR DRYER A Z4010A,N,WPC-K4010A,WPC-AIR COMPRESSOR PACKAGE UNIT A,COSC-ATLAS-GA75PLUS,"AIR COMPRESSOR , ATLAS COPCO, MODEL GA75PLUS",DYIA-Y01-06,MECH,NON SCE
JAS,1022,PM-WPC-MEC AIR DRYER A Z4010B,N,WPC-K4010B,WPC-AIR COMPRESSOR PACKAGE UNIT B,COSC-ATLAS-GA75PLUS,"AIR COMPRESSOR , ATLAS COPCO, MODEL GA75PLUS",DYIA-M06-04,MECH,NON SCE
JAS,1023,PM-WPC-MEC AIR DRYER A Z4010B,N,WPC-K4010B,WPC-AIR COMPRESSOR PACKAGE UNIT B,COSC-ATLAS-GA75PLUS,"AIR COMPRESSOR , ATLAS COPCO, MODEL GA75PLUS",DYIA-Y01-06,MECH,NON SCE
JAS,1024,PM-WPD-MEC AIR DRYER A Z4010A,N,WPD-K4010A,WPD-AIR COMPRESSOR PACKAGE UNIT A,COSC-ATLAS-GA75PLUS,"AIR COMPRESSOR , ATLAS COPCO, MODEL GA75PLUS",DYIA-Y01-06,MECH,NON SCE
JAS,1025,PM-WPD-MEC AIR DRYER A Z4010A,N,WPD-K4010A,WPD-AIR COMPRESSOR PACKAGE UNIT A,COSC-ATLAS-GA75PLUS,"AIR COMPRESSOR , ATLAS COPCO, MODEL GA75PLUS",DYIA-M06-04,MECH,NON SCE
JAS,1026,SCE-PM-PPB2- PRO SEP V1030 PIT TIT LIT TRANSMITTER,Y,PPB2-ROUTE-IPTM-V1030-01,"SCE-PPB2-ROUTE OF V1030 PRODUCTION SEPARATOR  SYSTEM -PRESSURE(PIT), TEMPERATURE(TIT) AND LEVEL (LIT)  TRANSMITTER",IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y01-01,E&I,
JAS,1027,PM-BYA-E&I LEVEL TRANSMITTER MONTHLY SERVICE,Y,ROUTE-BYA-IPTM/LW,BYA-LEVEL TRANSMITTER ROUTE OF SEPARATOR CLOSED DRAINS DEGASSING DRUM,IPTM-KTEK-AT200,"TRANSMITTER ,KTEK, MODEL GROUP AT200",IPTM-M01-01,E&I,NON SCE
JAS,1028,PM-PPB2-E&I LEVEL TRANSMITTER MONTHLY SERVICE,Y,ROUTE-PPB2-IPTM/W,PPB2-LEVEL TRANSMITTER OF ROUTE SEPARATOR CLOSED DRAINS DEGASSING DRUM,IPTM-KTEK-AT200,"TRANSMITTER ,KTEK, MODEL GROUP AT200",IPTM-M01-01,E&I,NON SCE
JAS,1029,PM-WPC-E&I LEVEL TRANSMITTER MONTHLY SERVICE,Y,ROUTE-WPC-IPTM/LW,WPC-LEVEL TRANSMITTER ROUTE OF SEPARATOR CLOSED DRAINS DEGASING DRUM,IPTM-KTEK-AT200,"TRANSMITTER ,KTEK, MODEL GROUP AT200",IPTM-M01-01,E&I,NON SCE
JAS,1030,PM-WPD-E&I LEVEL TRANSMITTER MONTHLY SERVICE,Y,ROUTE-WPD-IPTM/LW,WPD-LEVEL TRANSMITTER OF ROUTE SEPARATOR CLOSED DRAINS DEGASSING DRUM,IPTM-KTEK-AT200,"TRANSMITTER ,KTEK, MODEL GROUP AT200",IPTM-M01-01,E&I,NON SCE
JAS,1031,PM-PPB2-MECH LPWD PUMP P1801B,N,PPB2-P1801B,PPB2-PRODUCED WATER BOOSTER PUMP B,PUCE-FLOWSERVE-4HPX,"PUMP, FLOWSERVE, MODEL 4HPX15A",PUCE-M03-10,MECH,NON SCE
JAS,1032,PM-PPB2-MECH LPWD PUMP P1801C,N,PPB2-P1801C,PPB2-PRODUCED WATER BOOSTER PUMP C,PUCE-FLOWSERVE-4HPX,"PUMP, FLOWSERVE, MODEL 4HPX15A",PUCE-M03-10,MECH,NON SCE
JAS,1033,PM-WPD-MEC AIR DRYER B Z4010B,N,WPD-K4010B,WPD-AIR COMPRESSOR PACKAGE UNIT B,COSC-ATLAS-GA75PLUS,"AIR COMPRESSOR , ATLAS COPCO, MODEL GA75PLUS",DYIA-Y01-06,MECH,NON SCE
JAS,1034,PM-WPD-MEC AIR DRYER B Z4010B,N,WPD-K4010B,WPD-AIR COMPRESSOR PACKAGE UNIT B,COSC-ATLAS-GA75PLUS,"AIR COMPRESSOR , ATLAS COPCO, MODEL GA75PLUS",DYIA-M06-04,MECH,NON SCE
JAS,1035,PM-WPA-MEC AIR DRYER A Z4010A,N,WPA-K4010A,WPA-AIR COMPRESSOR PACKAGE UNIT A,COSC,COMPRESSOR - SCREW,DYIA-Y01-07,MECH,NON SCE
JAS,1036,PM-WPA-MEC AIR DRYER A Z4010A,N,WPA-K4010A,WPA-AIR COMPRESSOR PACKAGE UNIT A,COSC,COMPRESSOR - SCREW,DYIA-M06-05,MECH,NON SCE
JAS,1037,PM-WPA-MEC AIR DRYER B Z4010B,N,WPA-K4010B,WPA-AIR COMPRESSOR PACKAGE UNIT B,COSC,COMPRESSOR - SCREW,DYIA-Y01-07,MECH,NON SCE
JAS,1038,PM-WPA-MEC AIR DRYER B Z4010B,N,WPA-K4010B,WPA-AIR COMPRESSOR PACKAGE UNIT B,COSC,COMPRESSOR - SCREW,DYIA-M06-05,MECH,NON SCE
JAS,1039,PM-BYA-MEC LPWD MOTOR PM1801A,N,BYA-PM1801A,"BYA-MOTOR, PRODUCED WATER BOOSTER PUMP A",EMAC,ELECTRIC MOTORS - ALTERNATING CURRENT,EMAC-Y01-10,E&I,
JAS,1040,PM-BYA-MEC LPWD MOTOR PM1801B,N,BYA-PM1801B,"BYA-MOTOR, PRODUCED WATER BOOSTER PUMP B",EMAC,ELECTRIC MOTORS - ALTERNATING CURRENT,EMAC-Y01-10,E&I,
JAS,1041,PM-BYA-MEC LPWD MOTOR PM1801C,N,BYA-PM1801C,"BYA-MOTOR, PRODUCED WATER BOOSTER PUMP C",EMAC,ELECTRIC MOTORS - ALTERNATING CURRENT,EMAC-Y01-10,E&I,
JAS,1042,PM-WPD-MEC LPWD MOTOR PM1801A,N,WPD-PM1801A,"WPD-MOTOR, PRODUCED WATER BOOSTER PUMP A",EMAC,ELECTRIC MOTORS - ALTERNATING CURRENT,EMAC-Y01-10,E&I,
JAS,1043,PM-WPD-MEC LPWD MOTOR PM1801B,N,WPD-PM1801B,"WPD-MOTOR, PRODUCED WATER BOOSTER PUMP B",EMAC,ELECTRIC MOTORS - ALTERNATING CURRENT,EMAC-Y01-10,E&I,
JAS,1044,PM-WPD-MEC LPWD MOTOR PM1801C,N,WPD-PM1801C,"WPD-MOTOR, PRODUCED WATER BOOSTER PUMP C",EMAC,ELECTRIC MOTORS - ALTERNATING CURRENT,EMAC-Y01-10,E&I,
JAS,1045,MED-PM-WPD  WHCP J1010 LIT1005 LEVEL TRANSMITTER,N,WPD-LIT1005,WPD-LEVEL INDICATING TRANSMITTER J1010,IPTM-ROSEMOUNT-3051,"TRANSMITTER, ROSEMOUNT, MODEL GROUP 3051",IPTM-Y05-06,E&I,NON SCE
JAS,1046,MED-PM-WPD CLOSE DRAIN PIT LIT TRANSMITTER,Y,WPD-ROUTE-IPTM-V2210-02,MEDIUM-WPD-ROUTE OF V2210 P2210  CLOSED DRAIN SYSTEM -PRESSURE(PIT) AND LEVEL (LIT)  TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y05-06,E&I,
JAS,1047,MED-PM-WPD CRUDE EXPORT PUMP P1401 PIT TRANSMITTER,Y,WPD-ROUTE-IPTM-P1401-02,MEDIUM-WPD-ROUTE OF P1401 CRUDE EXPORT PUMP SYSTEM PRESSURE(PIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y05-06,E&I,
JAS,1048,MED-PM-WPD DIESELTANK LT3020 LEVEL TRANSMITTER,N,WPD-LIT3020,WPD-LEVEL INDICATING TRANSMITTER T3020,IPTM-KTEK-AT200,"TRANSMITTER ,KTEK, MODEL GROUP AT200",IPTM-Y05-06,E&I,NON SCE
JAS,1049,MED-PM-WPD FIT1001 FLOW TRANSMITTER,N,WPD-FIT1001,WPD-FLOW INDICATING TRANSMITTER GAS OUTLET V1010,IPTM-MICROMOTION-170,"CORIOLIS FLOW TRANSMITTER, MICRO MOTION, MODEL GROUP 170",IPTM-Y05-06,E&I,NON SCE
JAS,1050,MED-PM-WPD FIT1011 FLOW TRANSMITTER,N,WPD-FIT1011,WPD-FLOW INDICATING TRANSMITTER WATER OUTLET V1010,IPTM-MICROMOTION-170,"CORIOLIS FLOW TRANSMITTER, MICRO MOTION, MODEL GROUP 170",IPTM-Y05-06,E&I,NON SCE
JAS,1051,MED-PM-WPD FIT1012 FLOW TRANSMITTER,N,WPD-FIT1012,WPD-FLOW INDICATING TRANSMITTER FLOWLINE,IPTM-MICROMOTION-270,"CORIOLIS FLOW TRANSMITTER, MICRO MOTION, MODEL GROUP 270",IPTM-Y05-06,E&I,NON SCE
JAS,1052,MED-PM-WPD FIT1021 FLOW TRANSMITTER,N,WPD-FIT1021,WPD-FLOW INDICATING TRANSMITTER CRUDE OUTLET V1010,IPTM-MICROMOTION-170,"CORIOLIS FLOW TRANSMITTER, MICRO MOTION, MODEL GROUP 170",IPTM-Y05-06,E&I,NON SCE
JAS,1053,MED-PM-WPD TEST SEPARATOR PIT1002 TRANSMITTER,N,WPD-PIT1002,WPD-PRESSURE INDICATING TRANSMITTER V1010,IPTM-ROSEMOUNT-3051,"TRANSMITTER, ROSEMOUNT, MODEL GROUP 3051",IPTM-Y05-06,E&I,NON SCE
JAS,1054,MED-PM-WPD WATER PUMP P1801 FIT PIT TRANSMITTER,Y,WPD-ROUTE-IPTM-P1801-02,"MEDIUM-WPD-ROUTE OF P1801 PRODUCED WATER BOOSTER PUMP SYSTEM -FLOW(FIT), PRESSURE(PIT)  TRANSMITTER",IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y05-06,E&I,
JAS,1055,MED-PM-WPD WATER PUMP P1802 FIT PIT TRANSMITTER,Y,WPD-ROUTE-IPTM-P1802-02,"MEDIUM-WPD-ROUTE OF P1802 PRODUCED WATER INJECTION PUMP SYSTEM -FLOW(FIT), PRESSURE(PIT)  TRANSMITTER",IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y05-06,E&I,
JAS,1056,MED-PPB2  LIT3030 TRANSMITTER OF T3030,N,PPB2-LIT3030,PPB2-LEVEL INDICATING TRANSMITTER T3030,IPTM-KTEK-AT100,"TRANSMITTER, KTEK ,MODEL GROUP AT100",IPTM-Y05-06,E&I,NON SCE
JAS,1057,MEDIUM-PM BYA DEGASSING V1801 LIT TRANSMITTER,Y,BYA-ROUTE-IPTM-V1801-01,MEDIUM-BYA-ROUTE OF V1801 PRODUCED WATER DEGASSING DRUM -LEVEL(LIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y05-06,E&I,
JAS,1058,MEDIUM-PM-WPD DEGASSING V1801 LIT TRANSMITTER,Y,WPD-ROUTE-IPTM-V1801-01,MEDIUM-WPD-ROUTE OF V1801 PRODUCED WATER DEGASSING DRUM -LEVEL(LIT) TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y05-06,E&I,
JAS,1059,PM-WPA-MEC GENERATOR A1 - 3 MONTHLY RE GREASE,N,WPA-G3010A,WPA-ELECTRIC GENERATOR UNIT A,EGMD,"ELECTRIC GENERATOR - ENGINE DRIVEN,E.G. DIESEL ENGINE,GAS ENGINE",EMAC-M03-01,MECH,
JAS,1060,SCE-PM-WPA TEST SEPARATOR PIT TRANSMITTER,Y,WPA-ROUTE-IPTM-V1010-03,MEDIUM-WPA-ROUTE OF V1010 TEST SEPARATOR  SYSTEM -PRESSURE(PIT)  TRANSMITTER,IPTM,INPUT DEVICES-TRANSMITTER,IPTM-Y05-06,E&I,
JAS,1061,PM-FPSO APC SMART UPS AND BATTERY,N,FPSO-ICSS-UPS001,FPSO -ICSS SCADA CABINET,EEBC,BATTERIES AND CHARGER SYSTEM,EEBC-M06-07,E&I,
JAS,1062,PM-FPSO APC SMART UPS AND BATTERY,N,FPSO-ICSS-UPS001,FPSO -ICSS SCADA CABINET,EEBC,BATTERIES AND CHARGER SYSTEM,EEBC-Y01-06,E&I,
JAS,1063,PM-FPSO APC SMART UPS AND BATTERY,N,FPSO-ICSS-UPS001,FPSO -ICSS SCADA CABINET,EEBC,BATTERIES AND CHARGER SYSTEM,EEBC-Y05-01,E&I,
JAS,1064,PM-WPA APC SMART UPS AND BATTERY,N,WPA-ICSS-UPS001,WPA-ICSS SCADA UPS,EEBC,BATTERIES AND CHARGER SYSTEM,EEBC-M06-07,E&I,
JAS,1065,PM-WPA APC SMART UPS AND BATTERY,N,WPA-ICSS-UPS001,WPA-ICSS SCADA UPS,EEBC,BATTERIES AND CHARGER SYSTEM,EEBC-Y01-06,E&I,
JAS,1066,PM-WPA APC SMART UPS AND BATTERY,N,WPA-ICSS-UPS001,WPA-ICSS SCADA UPS,EEBC,BATTERIES AND CHARGER SYSTEM,EEBC-Y05-01,E&I,
JAS,1067,PM-WPB APC SMART UPS AND BATTERY,N,WPB-ICSS-UPS001,WPB-ICSS SCADA UPS,EEBC,BATTERIES AND CHARGER SYSTEM,EEBC-M06-07,E&I,
JAS,1068,PM-WPB APC SMART UPS AND BATTERY,N,WPB-ICSS-UPS001,WPB-ICSS SCADA UPS,EEBC,BATTERIES AND CHARGER SYSTEM,EEBC-Y01-06,E&I,
JAS,1069,PM-WPB APC SMART UPS AND BATTERY,N,WPB-ICSS-UPS001,WPB-ICSS SCADA UPS,EEBC,BATTERIES AND CHARGER SYSTEM,EEBC-Y05-01,E&I,
JAS,1070,PM-PPB2 APC SMART UPS AND BATTERY,N,PPB2-ICSS-UPS001,PPB2-ICSS SCADA UPS,EEBC,BATTERIES AND CHARGER SYSTEM,EEBC-M06-07,E&I,
JAS,1071,PM-PPB2 APC SMART UPS AND BATTERY,N,PPB2-ICSS-UPS001,PPB2-ICSS SCADA UPS,EEBC,BATTERIES AND CHARGER SYSTEM,EEBC-Y01-06,E&I,
JAS,1072,PM-PPB2 APC SMART UPS AND BATTERY,N,PPB2-ICSS-UPS001,PPB2-ICSS SCADA UPS,EEBC,BATTERIES AND CHARGER SYSTEM,EEBC-Y05-01,E&I,
JAS,1073,PM-WPC APC SMART UPS AND BATTERY,N,WPC-ICSS-UPS001,WPC-ICSS SCADA UPS,EEBC,BATTERIES AND CHARGER SYSTEM,EEBC-M06-07,E&I,
JAS,1074,PM-WPC APC SMART UPS AND BATTERY,N,WPC-ICSS-UPS001,WPC-ICSS SCADA UPS,EEBC,BATTERIES AND CHARGER SYSTEM,EEBC-Y01-06,E&I,
JAS,1075,PM-WPC APC SMART UPS AND BATTERY,N,WPC-ICSS-UPS001,WPC-ICSS SCADA UPS,EEBC,BATTERIES AND CHARGER SYSTEM,EEBC-Y05-01,E&I,
