Field,RowId,Schedule Name,Asset Route Flag,Asset Number,Asset Description,Asset Group,Asset Group Description,Activity,Activity Department,SCE
G11,2769,PM-WHP-B-E&I ROUTE FLASHING BEACON 87XX (PAGA),Y,WHP-B-ROUTE-87XX,WHP-B-ROUTE OF FLASHING BEACON AND SPEAKER,FGAA,FIRE AND GAS DETECTORS - ALARMS AND ANNUNCIATORS,EENA-Y01-04,E&I,SCE
G11,2770,PM-WPP-A-E&I ROUTE FLASHING BEACON 87XX (PAGA),Y,WPP-A-ROUTE-87XX,WPP-A-ROUTE OF FLASHING BEACON AND SPEAKER,FGAA,FIRE AND GAS DETECTORS - ALARMS AND ANNUNCIATORS,EENA-Y01-04,E&I,SCE
G11,2771,PM-WPP-A E&I CRANE ROBWAY DATA DOWNLOADING,N,WPP-A-MC8410,WPP-A-PEDESTAL CRANE,CRDO,CRANES - DIESEL HYDRAULIC OPERATED,CRDO-M01-03,E&I,SCE
G11,2772,PM-WHP-B E&I CRANE ROBWAY DATA DOWNLOADING,N,WHP-B-MC8410,WHP-B-PEDESTAL CRANE,CRDO,CRANES - DIESEL HYDRAULIC OPERATED,CRDO-M01-03,E&I,SCE
G11,2773,IN-WPP-A-CRANE CONTRACTOR INSPECTION & TESTING,N,WPP-A-MC8410,WPP-A-PEDESTAL CRANE,CRDO,CRANES - DIESEL HYDRAULIC OPERATED,CRDO-M06-03,AIM,SCE
G11,2774,IN-WHP-B-CRANE CONTRACTOR INSPECTION & TESTING,N,WHP-B-MC8410,WHP-B-PEDESTAL CRANE,CRDO,CRANES - DIESEL HYDRAULIC OPERATED,CRDO-M06-03,AIM,SCE
G11,2775,PM-WPP-A-MEC AC UPS BATTERY PORTABLE LIFTER,N,WPP-A-LIFT-01,WPP-A-DISTRIBUTION BOARD FOR AC UPS-BATTERY LIFTER,BSST,"BUILDINGS, STRUCTURES AND HVAC-STRUCTURES",LIFT-M03-01,MECH,
G11,2776,PM-WPP-A- LEVEL GAUGE INSTRU. AIR RECEIVER LG6131,N,WPP-A-LG6120,WPP-A-LEVEL GAUGE V6120,IPLS,LEVEL GAUGE AND LEVEL SWITCH,IPLS-Y03-01,E&I,Non SCE
G11,2777,PM-WPP-A- LEVEL GAUGE UTILITY AIR RECEIVER LG6130,N,WPP-A-LG6130,WPP-A-LEVEL GAUGE V6130,IPLS,LEVEL GAUGE AND LEVEL SWITCH,IPLS-Y03-01,E&I,Non SCE
G11,2778,PM-WHP-B- E&I VSD CLOSED DRAINS PUMP B VSD5510B,N,WHP-B-VSD5510B,WHP-B-CLOSED DRAINS PUMP B -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y04-01,E&I,Non SCE
G11,2779,PM-WHP-B- E&I VSD CLOSED DRAINS PUMP B VSD5510B,N,WHP-B-VSD5510B,WHP-B-CLOSED DRAINS PUMP B -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M01-01,E&I,Non SCE
G11,2780,PM-WHP-B- E&I VSD CLOSED DRAINS PUMP B VSD5510B,N,WHP-B-VSD5510B,WHP-B-CLOSED DRAINS PUMP B -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y01-01,E&I,Non SCE
G11,2781,PM-WHP-B- E&I VSD CLOSED DRAINS PUMP B VSD5510B,N,WHP-B-VSD5510B,WHP-B-CLOSED DRAINS PUMP B -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y03-01,MTN-BKK,Non SCE
G11,2782,PM-WHP-B- E&I VSD CLOSED DRAINS PUMP B VSD5510B,N,WHP-B-VSD5510B,WHP-B-CLOSED DRAINS PUMP B -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y06-01,MTN-BKK,Non SCE
G11,2783,PM-WHP-B- E&I VSD CLOSED DRAINS PUMP B VSD5510B,N,WHP-B-VSD5510B,WHP-B-CLOSED DRAINS PUMP B -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y09-01,MTN-BKK,Non SCE
G11,2784,PM-WHP-B- E&I VSD CLOSED DRAINS PUMP B VSD5510B,N,WHP-B-VSD5510B,WHP-B-CLOSED DRAINS PUMP B -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M03-02,E&I,Non SCE
G11,2785,PM-WHP-B-E&I UPS UNIT A EU6701A,N,WHP-B-EU6701A,WHP-B-230VAC UPS UNIT A,UPUB,UNINTERRUPTIBLE POWER SUPPLY(UPS) - DUAL UPS WITH STANDBY BYPASS&RECTIFIER SUPPLIED FROM EMERGENCY POWER SYSTEM,UPUB-M06-02,E&I,Non SCE
G11,2786,PM-WHP-B-E&I UPS UNIT A EU6701A,N,WHP-B-EU6701A,WHP-B-230VAC UPS UNIT A,UPUB,UNINTERRUPTIBLE POWER SUPPLY(UPS) - DUAL UPS WITH STANDBY BYPASS&RECTIFIER SUPPLIED FROM EMERGENCY POWER SYSTEM,UPUB-Y01-02,E&I,Non SCE
G11,2787,PM-WHP-B-E&I UPS UNIT A EU6701A,N,WHP-B-EU6701A,WHP-B-230VAC UPS UNIT A,UPUB,UNINTERRUPTIBLE POWER SUPPLY(UPS) - DUAL UPS WITH STANDBY BYPASS&RECTIFIER SUPPLIED FROM EMERGENCY POWER SYSTEM,UPUB-M01-02,E&I,Non SCE
G11,2788,PM-WHP-B-E&I UPS UNIT B EU6701B,N,WHP-B-EU6701B,WHP-B-230 VAC UPS UNIT B,UPUB,UNINTERRUPTIBLE POWER SUPPLY(UPS) - DUAL UPS WITH STANDBY BYPASS&RECTIFIER SUPPLIED FROM EMERGENCY POWER SYSTEM,UPUB-M06-02,E&I,Non SCE
G11,2789,PM-WHP-B-E&I UPS UNIT B EU6701B,N,WHP-B-EU6701B,WHP-B-230 VAC UPS UNIT B,UPUB,UNINTERRUPTIBLE POWER SUPPLY(UPS) - DUAL UPS WITH STANDBY BYPASS&RECTIFIER SUPPLIED FROM EMERGENCY POWER SYSTEM,UPUB-Y01-02,E&I,Non SCE
G11,2790,PM-WHP-B-E&I UPS UNIT B EU6701B,N,WHP-B-EU6701B,WHP-B-230 VAC UPS UNIT B,UPUB,UNINTERRUPTIBLE POWER SUPPLY(UPS) - DUAL UPS WITH STANDBY BYPASS&RECTIFIER SUPPLIED FROM EMERGENCY POWER SYSTEM,UPUB-M01-02,E&I,Non SCE
G11,2791,PM-WHP-B-MEC CLOSED DRAIN PUMP A P5510A,N,WHP-B-P5510A,WHP-B-CLOSED DRAINS PUMP A+F180F172:F179F172:F180F172:F181F172:F180FF172:F181,PUCE,PUMPS - CENTRIFUGAL,PUCE-Y02-01,MECH,Non SCE
G11,2792,PM-WHP-B-MEC CLOSED DRAIN PUMP A P5510A,N,WHP-B-P5510A,WHP-B-CLOSED DRAINS PUMP A+F180F172:F179F172:F180F172:F181F172:F180FF172:F181,PUCE,PUMPS - CENTRIFUGAL,PUCE-Y04-02,MECH,Non SCE
G11,2793,PM-WHP-B-MEC CLOSED DRAIN PUMP A P5510A,N,WHP-B-P5510A,WHP-B-CLOSED DRAINS PUMP A+F180F172:F179F172:F180F172:F181F172:F180FF172:F181,PUCE,PUMPS - CENTRIFUGAL,PUCE-M06-02,MECH,Non SCE
G11,2794,PM-WHP-B-MEC CLOSED DRAIN PUMP A P5510A,N,WHP-B-P5510A,WHP-B-CLOSED DRAINS PUMP A+F180F172:F179F172:F180F172:F181F172:F180FF172:F181,PUCE,PUMPS - CENTRIFUGAL,PUCE-Y01-02,MECH,Non SCE
G11,2795,PM-WHP-B-MEC CLOSED DRAIN PUMP B P5510B,N,WHP-B-P5510B,WHP-B-CLOSED DRAINS PUMP B,PUCE,PUMPS - CENTRIFUGAL,PUCE-M06-02,MECH,Non SCE
G11,2796,PM-WHP-B-MEC CLOSED DRAIN PUMP B P5510B,N,WHP-B-P5510B,WHP-B-CLOSED DRAINS PUMP B,PUCE,PUMPS - CENTRIFUGAL,PUCE-Y02-01,MECH,Non SCE
G11,2797,PM-WHP-B-MEC CLOSED DRAIN PUMP B P5510B,N,WHP-B-P5510B,WHP-B-CLOSED DRAINS PUMP B,PUCE,PUMPS - CENTRIFUGAL,PUCE-Y04-02,MECH,Non SCE
G11,2798,PM-WHP-B-MEC CLOSED DRAIN PUMP B P5510B,N,WHP-B-P5510B,WHP-B-CLOSED DRAINS PUMP B,PUCE,PUMPS - CENTRIFUGAL,PUCE-Y01-02,MECH,Non SCE
G11,2799,PM-WHP-B-MEC FORWARD DEMULSIFIER  PUMP B P5310B,N,WHP-B-P5310B,WHP-B-FORWARD DEMULSIFIER INJECTION PUMP B,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-Y01-02,MECH,Non SCE
G11,2800,PM-WHP-B-MEC FORWARD DEMULSIFIER  PUMP B P5310B,N,WHP-B-P5310B,WHP-B-FORWARD DEMULSIFIER INJECTION PUMP B,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-M06-02,MECH,Non SCE
G11,2801,PM-WHP-B-MEC FORWARD DEMULSIFIER  PUMP B P5310B,N,WHP-B-P5310B,WHP-B-FORWARD DEMULSIFIER INJECTION PUMP B,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-M01-02,MECH,Non SCE
G11,2802,PM-WHP-B-MEC FORWARD DEMULSIFIER  PUMP B P5310B,N,WHP-B-P5310B,WHP-B-FORWARD DEMULSIFIER INJECTION PUMP B,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-M03-05,MECH,Non SCE
G11,2803,PM-WHP-B-MEC CORROSION INHIBITOR PUMP A P5330A,N,WHP-B-P5330A,WHP-B-CORROSION INHIBITOR INJECTION PUMP A,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-Y01-02,MECH,Non SCE
G11,2804,PM-WHP-B-MEC CORROSION INHIBITOR PUMP A P5330A,N,WHP-B-P5330A,WHP-B-CORROSION INHIBITOR INJECTION PUMP A,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-M01-02,MECH,Non SCE
G11,2805,PM-WHP-B-MEC CORROSION INHIBITOR PUMP A P5330A,N,WHP-B-P5330A,WHP-B-CORROSION INHIBITOR INJECTION PUMP A,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-M06-02,MECH,Non SCE
G11,2806,PM-WHP-B-MEC CORROSION INHIBITOR PUMP A P5330A,N,WHP-B-P5330A,WHP-B-CORROSION INHIBITOR INJECTION PUMP A,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-M03-05,MECH,Non SCE
G11,2807,PM-WHP-B-MEC CORROSION INHIBITOR PUMP B P5330B,N,WHP-B-P5330B,WHP-B-CORROSION INHIBITOR INJECTION PUMP B,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-M06-02,MECH,Non SCE
G11,2808,PM-WHP-B-MEC CORROSION INHIBITOR PUMP B P5330B,N,WHP-B-P5330B,WHP-B-CORROSION INHIBITOR INJECTION PUMP B,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-M01-02,MECH,Non SCE
G11,2809,PM-WHP-B-MEC CORROSION INHIBITOR PUMP B P5330B,N,WHP-B-P5330B,WHP-B-CORROSION INHIBITOR INJECTION PUMP B,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-Y01-02,MECH,Non SCE
G11,2810,PM-WHP-B-MEC CORROSION INHIBITOR PUMP B P5330B,N,WHP-B-P5330B,WHP-B-CORROSION INHIBITOR INJECTION PUMP B,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-M03-05,MECH,Non SCE
G11,2811,PM-WHP-B-MEC FORWARD DEMULSIFIER  PUMP A P5310A,N,WHP-B-P5310A,WHP-B-FORWARD DEMULSIFIER INJECTION PUMP A,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-M01-02,MECH,Non SCE
G11,2812,PM-WHP-B-MEC FORWARD DEMULSIFIER  PUMP A P5310A,N,WHP-B-P5310A,WHP-B-FORWARD DEMULSIFIER INJECTION PUMP A,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-Y01-02,MECH,Non SCE
G11,2813,PM-WHP-B-MEC FORWARD DEMULSIFIER  PUMP A P5310A,N,WHP-B-P5310A,WHP-B-FORWARD DEMULSIFIER INJECTION PUMP A,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-M06-02,MECH,Non SCE
G11,2814,PM-WHP-B-MEC FORWARD DEMULSIFIER  PUMP A P5310A,N,WHP-B-P5310A,WHP-B-FORWARD DEMULSIFIER INJECTION PUMP A,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-M03-05,MECH,Non SCE
G11,2815,PM-WHP-B-MTN(MEC-E&I) HVAC UNIT A UY8310A,N,WHP-B-UY8310A,WHP-B-HVAC PACKAGE UNIT A,PASK,PACKAGED AND SKID MOUNTED UNIT -PACKAGED AND SKID MOUNTED UNIT,BSAC-M03-02,MECH,Non SCE
G11,2816,PM-WHP-B-MTN(MEC-E&I) HVAC UNIT A UY8310A,N,WHP-B-UY8310A,WHP-B-HVAC PACKAGE UNIT A,PASK,PACKAGED AND SKID MOUNTED UNIT -PACKAGED AND SKID MOUNTED UNIT,BSAC-Y01-03,MTN-OFFSHO,Non SCE
G11,2817,PM-WHP-B-MTN(MEC-E&I) HVAC UNIT A UY8310A,N,WHP-B-UY8310A,WHP-B-HVAC PACKAGE UNIT A,PASK,PACKAGED AND SKID MOUNTED UNIT -PACKAGED AND SKID MOUNTED UNIT,BSAC-Y03-01,MECH,Non SCE
G11,2818,PM-WHP-B-MTN(MEC-E&I) HVAC UNIT A UY8320A,N,WHP-B-UY8320A,WHP-B-HVAC PACKAGE UNIT A,PASK,PACKAGED AND SKID MOUNTED UNIT -PACKAGED AND SKID MOUNTED UNIT,BSAC-M03-02,MECH,Non SCE
G11,2819,PM-WHP-B-MTN(MEC-E&I) HVAC UNIT A UY8320A,N,WHP-B-UY8320A,WHP-B-HVAC PACKAGE UNIT A,PASK,PACKAGED AND SKID MOUNTED UNIT -PACKAGED AND SKID MOUNTED UNIT,BSAC-Y01-03,MTN-OFFSHO,Non SCE
G11,2820,PM-WHP-B-MTN(MEC-E&I) HVAC UNIT A UY8320A,N,WHP-B-UY8320A,WHP-B-HVAC PACKAGE UNIT A,PASK,PACKAGED AND SKID MOUNTED UNIT -PACKAGED AND SKID MOUNTED UNIT,BSAC-Y03-01,MECH,Non SCE
G11,2821,PM-WHP-B-MTN(MEC-E&I) HVAC UNIT B UY8310B,N,WHP-B-UY8310B,WHP-B-HVAC PACKAGE UNIT B,PASK,PACKAGED AND SKID MOUNTED UNIT -PACKAGED AND SKID MOUNTED UNIT,BSAC-Y01-03,MTN-OFFSHO,Non SCE
G11,2822,PM-WHP-B-MTN(MEC-E&I) HVAC UNIT B UY8310B,N,WHP-B-UY8310B,WHP-B-HVAC PACKAGE UNIT B,PASK,PACKAGED AND SKID MOUNTED UNIT -PACKAGED AND SKID MOUNTED UNIT,BSAC-Y03-01,MECH,Non SCE
G11,2823,PM-WHP-B-MTN(MEC-E&I) HVAC UNIT B UY8310B,N,WHP-B-UY8310B,WHP-B-HVAC PACKAGE UNIT B,PASK,PACKAGED AND SKID MOUNTED UNIT -PACKAGED AND SKID MOUNTED UNIT,BSAC-M03-02,MECH,Non SCE
G11,2824,PM-WHP-B-MTN(MEC-E&I) HVAC UNIT B UY8320B,N,WHP-B-UY8320B,WHP-B-HVAC PACKAGE UNIT B,PASK,PACKAGED AND SKID MOUNTED UNIT -PACKAGED AND SKID MOUNTED UNIT,BSAC-Y03-01,MECH,Non SCE
G11,2825,PM-WHP-B-MTN(MEC-E&I) HVAC UNIT B UY8320B,N,WHP-B-UY8320B,WHP-B-HVAC PACKAGE UNIT B,PASK,PACKAGED AND SKID MOUNTED UNIT -PACKAGED AND SKID MOUNTED UNIT,BSAC-M03-02,MECH,Non SCE
G11,2826,PM-WHP-B-MTN(MEC-E&I) HVAC UNIT B UY8320B,N,WHP-B-UY8320B,WHP-B-HVAC PACKAGE UNIT B,PASK,PACKAGED AND SKID MOUNTED UNIT -PACKAGED AND SKID MOUNTED UNIT,BSAC-Y01-03,MTN-OFFSHO,Non SCE
G11,2827,PM-WHP-B-MEC SCALE INHIBITOR INJECT PUMP A P5320A,N,WHP-B-P5320A,WHP-B-SCALE INHIBITOR INJECTION PUMP A,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-M06-02,MECH,Non SCE
G11,2828,PM-WHP-B-MEC SCALE INHIBITOR INJECT PUMP A P5320A,N,WHP-B-P5320A,WHP-B-SCALE INHIBITOR INJECTION PUMP A,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-Y01-02,MECH,Non SCE
G11,2829,PM-WHP-B-MEC SCALE INHIBITOR INJECT PUMP A P5320A,N,WHP-B-P5320A,WHP-B-SCALE INHIBITOR INJECTION PUMP A,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-M01-02,MECH,Non SCE
G11,2830,PM-WHP-B-MEC SCALE INHIBITOR INJECT PUMP A P5320A,N,WHP-B-P5320A,WHP-B-SCALE INHIBITOR INJECTION PUMP A,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-M03-05,MECH,Non SCE
G11,2831,PM-WHP-B-MEC SCALE INHIBITOR INJECT PUMP B P5320B,N,WHP-B-P5320B,WHP-B-SCALE INHIBITOR INJECTION PUMP B,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-M01-02,MECH,Non SCE
G11,2832,PM-WHP-B-MEC SCALE INHIBITOR INJECT PUMP B P5320B,N,WHP-B-P5320B,WHP-B-SCALE INHIBITOR INJECTION PUMP B,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-Y01-02,MECH,Non SCE
G11,2833,PM-WHP-B-MEC SCALE INHIBITOR INJECT PUMP B P5320B,N,WHP-B-P5320B,WHP-B-SCALE INHIBITOR INJECTION PUMP B,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-M06-02,MECH,Non SCE
G11,2834,PM-WHP-B-MEC SCALE INHIBITOR INJECT PUMP B P5320B,N,WHP-B-P5320B,WHP-B-SCALE INHIBITOR INJECTION PUMP B,PUCD,PUMPS-CHEMICAL DOSING AND TRANSFER PUMPS,PUCD-M03-05,MECH,Non SCE
G11,2835,PM-WPP-A- E&I VSD CRUDE EXPORT PUMP A VSD4310A,N,WPP-A-VSD4310A,WPP-A-CRUDE EXPORT PUMP A -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y01-01,E&I,Non SCE
G11,2836,PM-WPP-A- E&I VSD CRUDE EXPORT PUMP A VSD4310A,N,WPP-A-VSD4310A,WPP-A-CRUDE EXPORT PUMP A -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M01-01,E&I,Non SCE
G11,2837,PM-WPP-A- E&I VSD CRUDE EXPORT PUMP A VSD4310A,N,WPP-A-VSD4310A,WPP-A-CRUDE EXPORT PUMP A -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y03-01,MTN-BKK,Non SCE
G11,2838,PM-WPP-A- E&I VSD CRUDE EXPORT PUMP A VSD4310A,N,WPP-A-VSD4310A,WPP-A-CRUDE EXPORT PUMP A -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y06-02,MTN-BKK,Non SCE
G11,2839,PM-WPP-A- E&I VSD CRUDE EXPORT PUMP A VSD4310A,N,WPP-A-VSD4310A,WPP-A-CRUDE EXPORT PUMP A -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y09-01,MTN-BKK,Non SCE
G11,2840,PM-WPP-A- E&I VSD CRUDE EXPORT PUMP A VSD4310A,N,WPP-A-VSD4310A,WPP-A-CRUDE EXPORT PUMP A -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M03-02,E&I,Non SCE
G11,2841,PM-WPP-A- E&I VSD CRUDE EXPORT PUMP B VSD4310B,N,WPP-A-VSD4310B,WPP-A-CRUDE EXPORT PUMP B -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M01-01,E&I,Non SCE
G11,2842,PM-WPP-A- E&I VSD CRUDE EXPORT PUMP B VSD4310B,N,WPP-A-VSD4310B,WPP-A-CRUDE EXPORT PUMP B -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y01-01,E&I,Non SCE
G11,2843,PM-WPP-A- E&I VSD CRUDE EXPORT PUMP B VSD4310B,N,WPP-A-VSD4310B,WPP-A-CRUDE EXPORT PUMP B -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y03-01,MTN-BKK,Non SCE
G11,2844,PM-WPP-A- E&I VSD CRUDE EXPORT PUMP B VSD4310B,N,WPP-A-VSD4310B,WPP-A-CRUDE EXPORT PUMP B -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y06-02,MTN-BKK,Non SCE
G11,2845,PM-WPP-A- E&I VSD CRUDE EXPORT PUMP B VSD4310B,N,WPP-A-VSD4310B,WPP-A-CRUDE EXPORT PUMP B -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y09-01,MTN-BKK,Non SCE
G11,2846,PM-WPP-A- E&I VSD CRUDE EXPORT PUMP B VSD4310B,N,WPP-A-VSD4310B,WPP-A-CRUDE EXPORT PUMP B -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M03-02,E&I,Non SCE
G11,2847,PM-WPP-A- E&I VSD WATER BOOSTER PUMP A VSD3310A,N,WPP-A-VSD3310A,WPP-A-PRODUCED WATER BOOSTER PUMP A -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M01-01,E&I,Non SCE
G11,2848,PM-WPP-A- E&I VSD WATER BOOSTER PUMP A VSD3310A,N,WPP-A-VSD3310A,WPP-A-PRODUCED WATER BOOSTER PUMP A -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y01-01,E&I,Non SCE
G11,2849,PM-WPP-A- E&I VSD WATER BOOSTER PUMP A VSD3310A,N,WPP-A-VSD3310A,WPP-A-PRODUCED WATER BOOSTER PUMP A -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y03-01,MTN-BKK,Non SCE
G11,2850,PM-WPP-A- E&I VSD WATER BOOSTER PUMP A VSD3310A,N,WPP-A-VSD3310A,WPP-A-PRODUCED WATER BOOSTER PUMP A -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y06-01,MTN-BKK,Non SCE
G11,2851,PM-WPP-A- E&I VSD WATER BOOSTER PUMP A VSD3310A,N,WPP-A-VSD3310A,WPP-A-PRODUCED WATER BOOSTER PUMP A -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y09-01,MTN-BKK,Non SCE
G11,2852,PM-WPP-A- E&I VSD WATER BOOSTER PUMP A VSD3310A,N,WPP-A-VSD3310A,WPP-A-PRODUCED WATER BOOSTER PUMP A -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M03-02,E&I,Non SCE
G11,2853,PM-WPP-A- E&I VSD WATER BOOSTER PUMP B VSD3310B,N,WPP-A-VSD3310B,WPP-A-PRODUCED WATER BOOSTER PUMP B -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M01-01,E&I,Non SCE
G11,2854,PM-WPP-A- E&I VSD WATER BOOSTER PUMP B VSD3310B,N,WPP-A-VSD3310B,WPP-A-PRODUCED WATER BOOSTER PUMP B -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y01-01,E&I,Non SCE
G11,2855,PM-WPP-A- E&I VSD WATER BOOSTER PUMP B VSD3310B,N,WPP-A-VSD3310B,WPP-A-PRODUCED WATER BOOSTER PUMP B -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y03-01,MTN-BKK,Non SCE
G11,2856,PM-WPP-A- E&I VSD WATER BOOSTER PUMP B VSD3310B,N,WPP-A-VSD3310B,WPP-A-PRODUCED WATER BOOSTER PUMP B -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y06-01,MTN-BKK,Non SCE
G11,2857,PM-WPP-A- E&I VSD WATER BOOSTER PUMP B VSD3310B,N,WPP-A-VSD3310B,WPP-A-PRODUCED WATER BOOSTER PUMP B -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-Y09-01,MTN-BKK,Non SCE
G11,2858,PM-WPP-A- E&I VSD WATER BOOSTER PUMP B VSD3310B,N,WPP-A-VSD3310B,WPP-A-PRODUCED WATER BOOSTER PUMP B -VARIABLE SPEED DRIVES,EEVS,AUXILIARY ELECTRICAL EQUIPMENT - VARIABLE SPEED DRIVE,EEVS-M03-02,E&I,Non SCE
G11,2859,PM-WPP-A-E&I FUEL GAS SUPER HEATER H5420,N,WPP-A-H5420,WPP-A-FUEL GAS SUPER HEATER,HBEH,HEATERS AND BOILERS - ELECTRIC HEATER,HBEH-M06-01,E&I,SCE
G11,2860,PM-WPP-A-E&I FUEL GAS SUPER HEATER H5420,N,WPP-A-H5420,WPP-A-FUEL GAS SUPER HEATER,HBEH,HEATERS AND BOILERS - ELECTRIC HEATER,HBEH-Y05-01,E&I,SCE
G11,2861,PM-WPP-A-E&I FUEL GAS SUPER HEATER H5420,N,WPP-A-H5420,WPP-A-FUEL GAS SUPER HEATER,HBEH,HEATERS AND BOILERS - ELECTRIC HEATER,HBEH-Y01-01,E&I,SCE
